,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
4,[1.e-06 4.e+01],6722,540,374,9,552,147,175,325,0.4337485843714609,0.29967948717948717,0.5624203821656051
5,[1.e-06 5.e+01],7070,341,259,8,735,129,125,177,0.46924428822495606,0.2075320512820513,0.5476419634263715
9,[2.5e-06 3.0e+01],6923,457,490,15,359,178,221,201,0.5447680690399137,0.3926282051282051,0.5934699103713188
10,[2.5e-06 4.0e+01],7208,281,360,9,556,163,169,98,0.5801886792452831,0.28846153846153844,0.5888888888888889
11,[2.5e-06 5.0e+01],7354,182,247,9,741,147,113,51,0.6095238095238096,0.19791666666666666,0.5607476635514018
14,[5.e-06 2.e+01],7565,22,498,7,264,412,74,2,0.8691910499139415,0.39903846153846156,0.5724137931034483
15,[5.e-06 3.e+01],7568,20,394,6,470,323,61,2,0.8639308855291576,0.3157051282051282,0.5744416873449132
16,[5.e-06 4.e+01],7574,14,288,6,657,259,44,2,0.8647058823529412,0.23076923076923078,0.5546492659053833
17,[5.e-06 5.e+01],7578,10,208,6,803,205,32,2,0.8629032258064516,0.16666666666666666,0.5356371490280778
18,[7.5e-06 5.0e+00],7581,10,426,5,524,286,12,0,0.9729119638826185,0.34134615384615385,0.5994587280108254
19,[7.5e-06 1.0e+01],7582,9,409,5,555,272,12,0,0.971830985915493,0.327724358974359,0.6025459688826026
20,[7.5e-06 2.0e+01],7582,9,337,5,671,228,12,0,0.9661016949152542,0.27003205128205127,0.5989847715736041
21,[7.5e-06 3.0e+01],7582,9,266,5,773,197,12,0,0.9575971731448764,0.21314102564102563,0.5787321063394683
22,[7.5e-06 4.0e+01],7583,8,202,5,866,169,11,0,0.9495412844036697,0.16185897435897437,0.5518987341772152
23,[7.5e-06 5.0e+01],7583,8,154,5,945,138,11,0,0.9352941176470588,0.1233974358974359,0.5379746835443038
